Progr;Date;Industrial Group;Industrial Group Descr;GKAM;Des GKAM;KAM;Des KAM;Sub Holding;Sub Holding Descr;P/N;Internal Company Code;Order Type Descr;Weight new booking;Q.TY;Currency;Exchange;Cost Currency Perc;Cost Euro Perc;Price Currency Perc;Price Euro Perc;Tot Cost Currency;Tot Cost Currency Weighted;Total Cost Euro;Total Cost Euro Weighted;Tot Turnover Currency;Tot Turnovr Curr Weighted;Tot Turnover Euro;Tot Turnover Euro Weighted;Weight per part (kg);Product Type;SOP Q_/YEAR Date;SOP+1 Euro;SOP+2 Euro;SOP+3 Euro;Macro Cod;Macro Application
93;01/02/2020;I04;Coan GROUP;GKI0;Group Sales GKI0;GKI0;Sales Customer GKI0;FRA;Company France;CoN0063;NZACo;NEW;;50000,000;EUR;1,000000;6,310000;6,310000;17,100000;17,100000;3155,000000;;3155,000000;;8550,000000;;8550,000000;;0,003130;;0;;;;;
94;01/02/2020;006;ABAM GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;FRA;Company France;BM00;NZABM;NEW;;2200000,000;EUR;1,000000;2,000000;2,000000;2,550000;2,550000;44000,000000;;44000,000000;;56100,000000;;56100,000000;;0,001250;;0;10766736,000000;10711786,000000;11236692,000000;A01;Mobile
95;01/02/2020;;;GK82;Group Sales GK82;GK82;Sales Customer GK82;GER;Company Germany;W663Z;470241;REORDER;;500000,000;EUR;1,000000;18,100000;18,100000;16,420000;16,420000;90500,000000;;90500,000000;;82100,000000;;82100,000000;;0,108000;NO;20200101;;;;;
96;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;FRA;Company France;SC25028;0BY060SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,007600;;0;;;;;
97;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;FRA;Company France;SC25030;0BY060SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,008900;;0;;;;;
98;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;FRA;Company France;SC25032;0BY060SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,010700;;0;;;;;
99;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;FRA;Company France;SC25034;0BY060SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,012400;;0;;;;;
100;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25055;0BY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,019200;;0;;;;;
101;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25057;0BY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,022300;;0;;;;;
102;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25059;0BY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,025400;;0;;;;;
103;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25060;0BY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,027000;;0;;;;;
104;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25064;0BY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,033300;;0;;;;;
105;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25065;0BY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,036400;;0;;;;;
106;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25082;0BY100SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,037900;;0;;;;;
107;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25088;0BY100SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,052800;;0;;;;;
108;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25007;0BY120SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,056800;;0;;;;;
109;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;FRA;Company France;SC25029;0BY060SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,008200;;0;;;;;
110;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25056;0BY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,020700;;0;;;;;
111;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;FRA;Company France;SC25031;0BY060SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,009800;;0;;;;;
112;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25066;0CY080SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,039600;;0;;;;;
113;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25090;0CY100SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,062600;;0;;;;;
114;01/02/2020;137;SCIA GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;SC25091;0CY101SC;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,067600;;0;;;;;
115;03/02/2020;005;DALE GROUP;GK65;Group Sales GK65;GKA4;Sales Customer GKA4;ADT;Company ADT;DAA9474;990201DA;NEW;;4000,000;EUR;1,000000;210,000000;210,000000;280,160000;280,160000;8400,000000;;8400,000000;;11206,400000;;11206,400000;;0,185000;SI;20200601;3600,000000;3600,000000;3600,000000;A05;Mobile
116;03/02/2020;131;TIRI GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;TI52113;991080TI;NEW;;150000,000;EUR;1,000000;6,120000;6,120000;16,520000;16,520000;9180,000000;;9180,000000;;24780,000000;;24780,000000;;0,030000;SI;20200227;;;;A07;Body
117;03/02/2020;131;TIRI GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;TI13995;000000TI;NEW;;150000,000;EUR;1,000000;2,400000;2,400000;3,500000;3,500000;3600,000000;;3600,000000;;5250,000000;;5250,000000;;0,005000;SI;20200312;;;;A07;Body
118;03/02/2020;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;RE46950;6E9333RE;REORDER;;7200,000;EUR;1,000000;102,220000;102,220000;205,080000;205,080000;7359,840000;;7359,840000;;14765,760000;;14765,760000;;0,248000;;0;;;;;
119;04/02/2020;006;ABAM GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;ADT;Company ADT;BM94402;8L1080BM;NEW;;25000,000;EUR;1,000000;14,410000;14,410000;34,000000;34,000000;3602,500000;;3602,500000;;8500,000000;;8500,000000;;0,021000;;20210701;6600,000000;;;A10;Others
120;04/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR32080;980172PR;NEW;;180000,000;EUR;1,000000;13,900000;13,900000;19,760000;19,760000;25020,000000;;25020,000000;;35568,000000;;35568,000000;;0,034500;;20200401;32011,200000;28454,400000;21340,800000;A06;Interiors
121;04/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/124;021060PR;NEW;;190000,000;EUR;1,000000;3,930000;3,930000;4,250000;4,250000;7467,000000;;7467,000000;;8075,000000;;8075,000000;;0,006660;;20200401;7267,500000;6460,000000;4845,000000;A06;Interiors
122;04/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51826;512121PR;NEW;;205000,000;EUR;1,000000;9,600000;9,600000;9,880000;9,880000;19680,000000;;19680,000000;;20254,000000;;20254,000000;;0,032000;;20200401;18228,600000;16203,200000;12152,400000;A06;Interiors
123;04/02/2020;005;DALE GROUP;GK65;Group Sales GK65;GKA4;Sales Customer GKA4;AGR;Company SPA;DAA 026;0FR100DA;NEW;;2000000,000;EUR;1,000000;22,040000;22,040000;24,000000;24,000000;440800,000000;;440800,000000;;480000,000000;;480000,000000;;0,050310;;20200901;;;;A07;Body
124;04/02/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05819;0E1120BR;EXTENSION;;251022,000;EUR;1,000000;15,390000;15,390000;20,090000;20,090000;38632,290000;;38632,290000;;50430,320000;;50430,320000;;0,080000;;20210101;251022,000000;251022,000000;251022,000000;;
125;04/02/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05820;101080BR;EXTENSION;;83674,000;EUR;1,000000;6,850000;6,850000;8,440000;8,440000;5731,670000;;5731,670000;;7062,090000;;7062,090000;;0,030800;;0;83674,000000;83674,000000;83674,000000;;
126;04/02/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05B59;101100BR;EXTENSION;;83674,000;EUR;1,000000;13,900000;13,900000;16,290000;16,290000;11630,690000;;11630,690000;;13630,490000;;13630,490000;;0,065000;;0;83674,000000;83674,000000;83674,000000;;
127;04/02/2020;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE44890;032140RE;REORDER;;5000,000;EUR;1,000000;52,210000;52,210000;115,730000;115,730000;2610,500000;;2610,500000;;5786,500000;;5786,500000;;0,202000;;0;;;;;
128;04/02/2020;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;RE46950;742222RE;REORDER;;10000,000;EUR;1,000000;45,600000;45,600000;82,610000;82,610000;4560,000000;;4560,000000;;8261,000000;;8261,000000;;0,072000;;0;;;;;
129;04/02/2020;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE46952;0B2120RE;REORDER;;10000,000;EUR;1,000000;63,470000;63,470000;116,030000;116,030000;6347,000000;;6347,000000;;11603,000000;;11603,000000;;0,072000;;0;;;;;
130;04/02/2020;004;FAIC GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FC065AA;02Y060FC;NEW;;490000,000;USD;1,120000;9,610000;8,580000;14,760000;13,180000;47089,000000;;42043,750000;;72324,000000;;64575,000000;;0,009545;;0;;;;;
131;05/02/2020;070;FAL  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;FA98431;0C1141FA;NEW;;10000,000;EUR;1,000000;68,550000;68,550000;140,000000;140,000000;6855,000000;;6855,000000;;14000,000000;;14000,000000;;0,242380;;0;;;;;
132;05/02/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;FRA;Company France;PEPH101;V051CAPE;REORDER;;24000,000;EUR;1,000000;7,130000;7,130000;9,570000;9,570000;1711,200000;;1711,200000;;2296,800000;;2296,800000;;0,030000;;0;;;;;
133;05/02/2020;224;ADNT GROUP;GK19;Group Sales GK19;GKD3;Sales Customer GKD3;USA;Company USA;AD55013;0641CWAD;EXTENSION;;120208,000;USD;1,120000;9,540000;8,520000;10,620000;9,490000;11467,840000;;10239,150000;;12772,100000;;11403,660000;;0,028263;;0;;;;;
134;05/02/2020;010;FO G GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FOW5037;0648CVFO;EXTENSION;;1042000,000;USD;1,120000;4,090000;3,650000;5,820000;5,190000;42607,380000;;38042,300000;;60592,300000;;54100,270000;;0,005590;;0;;;;;
135;05/02/2020;004;FAIC GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FC065AA;0028AYFC;EXTENSION;;73788,000;USD;1,120000;2,650000;2,360000;4,450000;3,970000;1951,690000;;1742,580000;;3283,570000;;2931,760000;;0,007509;;0;;;;;
136;05/02/2020;004;FAIC GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FC065AA;0020AYFC;EXTENSION;;10691,000;USD;1,120000;12,010000;10,720000;16,000000;14,290000;1283,990000;;1146,420000;;1710,560000;;1527,290000;;0,041681;;0;;;;;
137;06/02/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;ESX;ESX;BR55473;2G0181BR;EXTENSION;;83674,000;EUR;1,000000;23,930000;23,930000;32,690000;32,690000;20023,190000;;20023,190000;;27353,030000;;27353,030000;;0,032750;SI;0;28191,000000;47620,000000;54706,000000;A02;Mobile
138;06/02/2020;004;FAIC GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;FC67039;0C1101FC;NEW;;50000,000;EUR;1,000000;18,100000;18,100000;23,600000;23,600000;9050,000000;;9050,000000;;11800,000000;;11800,000000;;0,078230;;20200101;11800,000000;23600,000000;;A03;Engine
139;06/02/2020;010;FO G GROUP;GKC8;Group Sales GKC8;GKC8;Sales Customer GKC8;USA;Company USA;FOW5050;0023CZFO;NEW;;440000,000;USD;1,120000;6,870000;6,130000;7,570000;6,760000;30228,000000;;26989,290000;;33308,000000;;29739,290000;;0,008181;;0;;;;;
140;06/02/2020;;;GKC8;Group Sales GKC8;GKC8;Sales Customer GKC8;USA;Company USA;W50XD;0648FW;NEW;;2151360,000;USD;1,120000;6,540000;5,840000;6,420000;5,730000;140698,940000;;125624,060000;;138009,740000;;123222,990000;;0,006363;;0;;;;;
141;06/02/2020;;;GKC8;Group Sales GKC8;GKC8;Sales Customer GKC8;USA;Company USA;W5237;MD1251;NEW;;2151360,000;USD;1,120000;3,250000;2,900000;4,620000;4,120000;69919,200000;;62427,860000;;99392,830000;;88743,600000;;0,007727;;0;;;;;
142;07/02/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77013;0G2141RE;NEW;;320000,000;EUR;1,000000;57,950000;57,950000;69,800000;69,800000;185440,000000;;185440,000000;;223360,000000;;223360,000000;;0,259590;;0;;;;;
143;07/02/2020;070;FAL  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;FAW72XD;0CR101FA;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,137020;;0;;;;;
144;07/02/2020;224;ADNT GROUP;GK19;Group Sales GK19;GKD3;Sales Customer GKD3;USA;Company USA;AD60719;MD2239AD;NEW;;632000,000;USD;1,120000;4,210000;3,760000;5,900000;5,270000;26607,200000;;23756,430000;;37288,000000;;33292,860000;;0,006818;;0;;;;;
145;10/02/2020;005;DALE GROUP;GK65;Group Sales GK65;GKA4;Sales Customer GKA4;ADT;Company ADT;DAA9750;2G0170DA;NEW;;5400,000;EUR;1,000000;79,000000;79,000000;96,880000;96,880000;4266,000000;;4266,000000;;5231,520000;;5231,520000;;0,025000;SI;20200303;8600,000000;8600,000000;8600,000000;A10;Others
146;10/02/2020;;;GK30;Group Sales GK30;GK30;Sales Customer GK30;GER;Company Germany;35211;931060;NEW;;50000,000;EUR;1,000000;0,770000;0,770000;7,000000;7,000000;385,000000;;385,000000;;3500,000000;;3500,000000;;0,003020;NO;0;;;;;
147;10/02/2020;004;FAIC GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;FC53160;02Y060FC;NEW;;3960000,000;EUR;1,000000;4,480000;4,480000;5,600000;5,600000;177408,000000;;177408,000000;;221760,000000;;221760,000000;;0,013600;;20200401;;;;A07;Body
148;10/02/2020;004;FAIC GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;FC53430;13Y060FC;NEW;;720000,000;EUR;1,000000;4,720000;4,720000;5,900000;5,900000;33984,000000;;33984,000000;;42480,000000;;42480,000000;;0,007700;;20200401;;;;A07;Body
149;10/02/2020;004;FAIC GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;FC46380;0H1060FC;EXTENSION;;30000,000;EUR;1,000000;9,340000;9,340000;15,300000;15,300000;2802,000000;;2802,000000;;4590,000000;;4590,000000;;0,012800;;0;;;;;
150;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51926;990170PR;NEW;;300000,000;EUR;1,000000;38,330000;38,330000;43,650000;43,650000;115000,600000;;115000,600000;;130950,000000;;130950,000000;;0,142000;;20200401;117855,000000;104760,000000;78570,000000;A06;Interiors
151;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51995;990101PR;NEW;;525000,000;EUR;1,000000;34,270000;34,270000;45,590000;45,590000;179902,650000;;179902,650000;;239347,500000;;239347,500000;;0,130000;;20200401;215412,750000;191478,000000;143608,500000;A06;Interiors
152;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51897;980220PR;NEW;;380000,000;EUR;1,000000;23,860000;23,860000;29,100000;29,100000;90679,550000;;90679,550000;;110580,000000;;110580,000000;;0,042000;;20200401;99522,000000;88464,000000;66348,000000;A06;Interiors
153;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51953;990070PR;NEW;;546000,000;EUR;1,000000;12,300000;12,300000;15,040000;15,040000;67184,380000;;67184,380000;;82091,100000;;82091,100000;;0,017500;;20200401;73881,990000;65672,880000;49254,660000;A06;Interiors
154;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR13380;980234PR;NEW;;220000,000;EUR;1,000000;38,660000;38,660000;44,590000;44,590000;85061,170000;;85061,170000;;98109,000000;;98109,000000;;0,060000;;20200401;88298,100000;78487,200000;58865,400000;A06;Interiors
155;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR32489;981120PR;NEW;;260000,000;EUR;1,000000;19,200000;19,200000;20,200000;20,200000;49921,170000;;49921,170000;;52509,600000;;52509,600000;;0,054000;;20200401;47258,640000;42007,680000;31505,760000;A06;Interiors
156;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR32232;981100PR;NEW;;50000,000;EUR;1,000000;15,960000;15,960000;20,360000;20,360000;7977,820000;;7977,820000;;10181,000000;;10181,000000;;0,016000;;20200401;9162,900000;8144,800000;6108,600000;A06;Interiors
157;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51930;990070PR;NEW;;200000,000;EUR;1,000000;10,110000;10,110000;12,380000;12,380000;20217,530000;;20217,530000;;24770,000000;;24770,000000;;0,026000;;20200401;22293,000000;19816,000000;14862,000000;A06;Interiors
158;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR55774;990100PR;NEW;;60000,000;EUR;1,000000;2,960000;2,960000;2,730000;2,730000;1774,250000;;1774,250000;;1639,200000;;1639,200000;;0,014000;;20200401;1475,280000;1311,360000;983,520000;A06;Interiors
159;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51914;990100PR;NEW;;1700000,000;EUR;1,000000;3,760000;3,760000;3,760000;3,760000;63940,000000;;63940,000000;;63988,000000;;63988,000000;;0,014000;;20200401;57589,200000;51190,400000;38392,800000;A06;Interiors
160;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR3256B;990080PR;NEW;;50000,000;EUR;1,000000;10,930000;10,930000;11,050000;11,050000;5462,780000;;5462,780000;;5527,500000;;5527,500000;;0,028000;;20200401;4974,750000;4422,000000;3316,500000;A06;Interiors
161;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR33715;783170PR;NEW;;200000,000;EUR;1,000000;7,280000;7,280000;7,000000;7,000000;14554,300000;;14554,300000;;14000,000000;;14000,000000;;0,006000;;20200401;12600,000000;11200,000000;8400,000000;A06;Interiors
162;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR52033;990070PR;NEW;;580000,000;EUR;1,000000;2,590000;2,590000;2,980000;2,980000;15014,080000;;15014,080000;;17284,000000;;17284,000000;;0,004400;;20200401;15555,600000;13827,200000;10370,400000;A06;Interiors
163;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51979;981080PR;NEW;;150000,000;EUR;1,000000;14,360000;14,360000;15,000000;15,000000;21545,020000;;21545,030000;;22500,000000;;22500,000000;;0,031000;;20200401;20250,000000;18000,000000;13500,000000;A06;Interiors
164;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR51827;980100PR;NEW;;40000,000;EUR;1,000000;13,720000;13,720000;13,580000;13,580000;5489,440000;;5489,440000;;5432,000000;;5432,000000;;0,008000;;20200401;4888,800000;4345,600000;3259,200000;A06;Interiors
165;11/02/2020;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PRFA056;990100PR;NEW;;100000,000;EUR;1,000000;5,280000;5,280000;5,330000;5,330000;5279,860000;;5279,860000;;5335,000000;;5335,000000;;0,015000;;20200401;4801,500000;4268,000000;3201,000000;A06;Interiors
166;11/02/2020;022;BRBO GROUP;GK19;Group Sales GK19;GKA6;Sales Customer GKA6;ADT;Company ADT;BR05.06;550130BR;NEW;;100000,000;EUR;1,000000;8,970000;8,970000;17,000000;17,000000;8970,000000;;8970,000000;;17000,000000;;17000,000000;;0,005000;;20200227;1020,000000;10718,000000;17589,000000;A02;Mobile
167;12/02/2020;004;FAIC GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FC065AA;NZAFC;NEW;;210485,000;USD;1,120000;18,190000;16,240000;28,100000;25,090000;38287,220000;;34185,020000;;59146,290000;;52809,180000;;0,029545;;0;;;;;
168;13/02/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77015;1B1060RE;NEW;;100000,000;EUR;1,000000;5,960000;5,960000;10,000000;10,000000;5960,000000;;5960,000000;;10000,000000;;10000,000000;;0,010900;;0;;;;;
169;13/02/2020;010;FO G GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;FO6G9AA;0E2090FO;NEW;;1000,000;EUR;1,000000;39,300000;39,300000;51,150000;51,150000;393,000000;;393,000000;;511,500000;;511,500000;;0,026000;;0;;;;;
170;13/02/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;108120PE;REORDER;;600,000;EUR;1,000000;14,420000;14,420000;48,640000;48,640000;86,520000;;86,520000;;291,840000;;291,840000;;0,077000;;0;;;;;
171;13/02/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;6E9242PE;REORDER;;2100,000;EUR;1,000000;98,900000;98,900000;208,680000;208,680000;2076,900000;;2076,900000;;4382,280000;;4382,280000;;0,108000;;0;;;;;
172;13/02/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;02A100PE;REORDER;;200,000;EUR;1,000000;13,160000;13,160000;29,980000;29,980000;26,320000;;26,320000;;59,960000;;59,960000;;0,054650;;0;;;;;
173;13/02/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C1100PE;REORDER;;3400,000;EUR;1,000000;17,510000;17,510000;31,580000;31,580000;595,340000;;595,340000;;1073,720000;;1073,720000;;0,047000;;0;;;;;
174;18/02/2020;136;MAET GROUP;GK19;Group Sales GK19;GK30;Sales Customer GK30;ESX;ESX;MAAF  C;2N0100MA;NEW;;600000,000;EUR;1,000000;27,320000;27,320000;34,200000;34,200000;163920,000000;;163920,000000;;205200,000000;;205200,000000;;0,002250;SI;20200401;205200,000000;205200,000000;205200,000000;A03;Engine
175;18/02/2020;;;GK82;Group Sales GK82;GK82;Sales Customer GK82;GER;Company Germany;W008Z;470241;REORDER;;200000,000;EUR;1,000000;15,040000;15,040000;17,500000;17,500000;30080,000000;;30080,000000;;35000,000000;;35000,000000;;0,106500;NO;20200101;;;;;
176;18/02/2020;006;ABAM GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;BM8 083;02R100BM;NEW;;95000,000;EUR;1,000000;20,280000;20,280000;26,000000;26,000000;19266,000000;;19266,000000;;24700,000000;;24700,000000;;0,069670;;0;;;;;
177;18/02/2020;004;FAIC GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;FC55720;0E1100FC;EXTENSION;;183708,000;EUR;1,000000;17,260000;17,260000;18,930000;18,930000;31708,000000;;31708,000000;;34775,920000;;34775,920000;;0,068000;;20200101;33086,000000;34626,000000;36440,000000;;
178;19/02/2020;;;GKB1;Group Sales GKB1;GKB1;Sales Customer GKB1;ADT;Company ADT;00062;009197;NEW;;4570,000;EUR;1,000000;5,500000;5,500000;9,500000;9,500000;251,350000;;251,350000;;434,150000;;434,150000;;0,010000;;20200309;;;;A11;General_Industry
179;19/02/2020;409;FEAR GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;ADT;Company ADT;FE00082;000026FE;NEW;;500,000;EUR;1,000000;20,900000;20,900000;49,000000;49,000000;104,500000;;104,500000;;245,000000;;245,000000;;0,002000;;20200227;;;;A10;Others
